"tract","yr_id","full_name","jobs"
"1","2050","Non-Wage & Salary, Work From Home","198"
"1","2050","Non-Wage & Salary, Other","391"
"10","2022","Military","0"
"10","2022","Agriculture and Mining","0"
"10","2022","Construction","5"
"10","2022","Manufacturing","71"
"10","2022","Wholesale Trade","0"
"10","2022","Retail Trade","64"
"10","2022","Finance and Real Estate","48"
"10","2022","Professional and Business Services","113"
"10","2022","Government","0"
"10","2022","Education","5"
"10","2022","Healthcare","346"
"10","2040","Construction","46"
"10","2022","Transportation and Warehousing","0"
"10","2022","Utilities","0"
"10","2022","Entertainment","20"
"10","2022","Accommodation","0"
"10","2022","Food","110"
"10","2022","Other","39"
"10","2022","Non-Wage & Salary, Work From Home","229"
"10","2022","Non-Wage & Salary, Other","389"
"10","2026","Military","0"
"10","2026","Agriculture and Mining","0"
"10","2026","Construction","9"
"10","2026","Manufacturing","71"
"10","2026","Wholesale Trade","4"
"10","2026","Retail Trade","64"
"10","2026","Finance and Real Estate","48"
"10","2026","Professional and Business Services","120"
"10","2026","Government","0"
"10","2026","Education","8"
"10","2026","Healthcare","357"
"10","2026","Transportation and Warehousing","5"
"10","2026","Utilities","2"
"10","2026","Entertainment","32"
"10","2026","Accommodation","6"
"10","2026","Food","116"
"10","2026","Other","49"
"10","2026","Non-Wage & Salary, Work From Home","230"
"10","2026","Non-Wage & Salary, Other","393"
"10","2029","Military","0"
"10","2029","Agriculture and Mining","0"
"10","2029","Construction","11"
"10","2029","Manufacturing","74"
"10","2029","Wholesale Trade","4"
"10","2029","Retail Trade","54"
"10","2029","Finance and Real Estate","49"
"10","2029","Professional and Business Services","118"
"10","2029","Government","0"
"10","2029","Education","11"
"10","2029","Healthcare","356"
"10","2029","Transportation and Warehousing","6"
"10","2029","Utilities","2"
"10","2029","Entertainment","31"
"10","2029","Accommodation","5"
"10","2029","Food","117"
"10","2029","Other","53"
"10","2029","Non-Wage & Salary, Work From Home","231"
"10","2029","Non-Wage & Salary, Other","396"
"10","2032","Military","0"
"10","2032","Agriculture and Mining","0"
"10","2032","Construction","13"
"10","2032","Manufacturing","76"
"10","2032","Wholesale Trade","6"
"10","2032","Retail Trade","52"
"10","2032","Finance and Real Estate","47"
"10","2032","Professional and Business Services","114"
"10","2032","Government","0"
"10","2032","Education","15"
"10","2032","Healthcare","359"
"10","2032","Transportation and Warehousing","7"
"10","2032","Utilities","2"
"10","2032","Entertainment","34"
"10","2032","Accommodation","5"
"10","2032","Food","113"
"10","2032","Other","48"
"10","2032","Non-Wage & Salary, Work From Home","232"
"10","2032","Non-Wage & Salary, Other","397"
"10","2035","Military","0"
"10","2035","Agriculture and Mining","0"
"10","2035","Construction","28"
"10","2035","Manufacturing","99"
"10","2035","Wholesale Trade","18"
"10","2035","Retail Trade","70"
"10","2035","Finance and Real Estate","57"
"10","2035","Professional and Business Services","155"
"10","2035","Government","0"
"10","2035","Education","33"
"10","2035","Healthcare","372"
"10","2035","Transportation and Warehousing","24"
"10","2035","Utilities","14"
"10","2035","Entertainment","50"
"10","2035","Accommodation","18"
"10","2035","Food","142"
"10","2035","Other","58"
"10","2035","Non-Wage & Salary, Work From Home","234"
"10","2035","Non-Wage & Salary, Other","401"
"10","2040","Military","0"
"10","2040","Agriculture and Mining","0"
"10","2040","Manufacturing","140"
"10","2040","Wholesale Trade","32"
"10","2040","Retail Trade","101"
"10","2040","Finance and Real Estate","69"
"10","2040","Professional and Business Services","202"
"10","2040","Government","0"
"10","2040","Education","57"
"10","2040","Healthcare","395"
"10","2040","Transportation and Warehousing","39"
"10","2040","Utilities","18"
"10","2040","Entertainment","62"
"10","2040","Accommodation","27"
"10","2040","Food","191"
"10","2040","Other","68"
"10","2040","Non-Wage & Salary, Work From Home","238"
"10","2040","Non-Wage & Salary, Other","411"
"10","2050","Military","0"
"10","2050","Agriculture and Mining","0"
"10","2050","Construction","45"
"10","2050","Manufacturing","169"
"10","2050","Wholesale Trade","30"
"10","2050","Retail Trade","96"
"10","2050","Finance and Real Estate","64"
"10","2050","Professional and Business Services","207"
"10","2050","Government","0"
"10","2050","Education","61"
"10","2050","Healthcare","405"
"10","2050","Transportation and Warehousing","37"
"10","2050","Utilities","8"
"10","2050","Entertainment","62"
"10","2050","Accommodation","24"
"10","2050","Food","179"
"10","2050","Other","60"
"10","2050","Non-Wage & Salary, Work From Home","261"
"10","2050","Non-Wage & Salary, Other","424"
"100.01","2022","Military","0"
"100.01","2022","Agriculture and Mining","0"
"100.01","2022","Construction","25"
"100.01","2022","Manufacturing","4"
"100.01","2022","Wholesale Trade","0"
"100.01","2022","Retail Trade","62"
"100.01","2022","Finance and Real Estate","18"
"100.01","2022","Professional and Business Services","12"
"100.01","2022","Government","29"
"100.01","2022","Education","238"
"100.01","2022","Healthcare","130"
"100.01","2022","Transportation and Warehousing","1"
"100.01","2022","Utilities","0"
"100.01","2022","Entertainment","0"
"100.01","2022","Accommodation","0"
"100.01","2022","Food","228"
"100.01","2022","Other","9"
"100.01","2022","Non-Wage & Salary, Work From Home","51"
"100.01","2022","Non-Wage & Salary, Other","188"
"100.01","2026","Military","0"
"100.01","2026","Agriculture and Mining","0"
"100.01","2026","Construction","26"
"100.01","2026","Manufacturing","4"
"100.01","2026","Wholesale Trade","1"
"100.01","2026","Retail Trade","53"
"100.01","2026","Finance and Real Estate","19"
"100.01","2026","Professional and Business Services","14"
"100.01","2026","Government","29"
"100.01","2026","Education","239"
"100.01","2026","Healthcare","143"
"100.01","2026","Transportation and Warehousing","3"
"100.01","2026","Utilities","0"
"100.01","2026","Entertainment","2"
"100.01","2026","Accommodation","0"
"100.01","2026","Food","233"
"100.01","2026","Other","11"
"100.01","2026","Non-Wage & Salary, Work From Home","51"
"100.01","2026","Non-Wage & Salary, Other","192"
"100.01","2029","Military","0"
"100.01","2029","Agriculture and Mining","0"
"100.01","2029","Construction","27"
"100.01","2029","Manufacturing","5"
"100.01","2029","Wholesale Trade","0"
"100.01","2029","Retail Trade","52"
"100.01","2029","Finance and Real Estate","19"
"100.01","2029","Professional and Business Services","19"
"100.01","2029","Government","29"
"100.01","2029","Education","238"
"100.01","2029","Healthcare","150"
"100.01","2029","Transportation and Warehousing","4"
"100.01","2029","Utilities","1"
"100.01","2029","Entertainment","2"
"100.01","2029","Accommodation","0"
"100.01","2029","Food","224"
"100.01","2029","Other","11"
"100.01","2029","Non-Wage & Salary, Work From Home","51"
"100.01","2029","Non-Wage & Salary, Other","194"
"100.01","2032","Military","0"
"100.01","2032","Agriculture and Mining","0"
"100.01","2032","Construction","26"
"100.01","2032","Manufacturing","5"
"100.01","2032","Wholesale Trade","0"
"100.01","2032","Retail Trade","50"
"100.01","2032","Finance and Real Estate","17"
"100.01","2032","Professional and Business Services","21"
"100.01","2032","Government","31"
"100.01","2032","Education","237"
"100.01","2032","Healthcare","155"
"100.01","2032","Transportation and Warehousing","5"
"100.01","2032","Utilities","1"
"100.01","2032","Entertainment","3"
"100.01","2032","Accommodation","0"
"100.01","2032","Food","219"
"100.01","2032","Other","11"
"100.01","2032","Non-Wage & Salary, Work From Home","51"
"100.01","2032","Non-Wage & Salary, Other","195"
"100.01","2035","Military","0"
"100.01","2035","Agriculture and Mining","0"
"100.01","2035","Construction","26"
"100.01","2035","Manufacturing","6"
"100.01","2035","Wholesale Trade","0"
"100.01","2035","Retail Trade","51"
"100.01","2035","Finance and Real Estate","17"
"100.01","2035","Professional and Business Services","22"
"100.01","2035","Government","31"
"100.01","2035","Education","236"
"100.01","2035","Healthcare","160"
"100.01","2035","Transportation and Warehousing","7"
"100.01","2035","Utilities","0"
"100.01","2035","Entertainment","3"
"100.01","2035","Accommodation","0"
"100.01","2035","Food","211"
"100.01","2035","Other","11"
"100.01","2035","Non-Wage & Salary, Work From Home","51"
"100.01","2035","Non-Wage & Salary, Other","198"
"100.01","2040","Military","0"
"100.01","2040","Agriculture and Mining","0"
"100.01","2040","Construction","26"
"100.01","2040","Manufacturing","7"
"100.01","2040","Wholesale Trade","0"
"100.01","2040","Retail Trade","49"
"100.01","2040","Finance and Real Estate","18"
"100.01","2040","Professional and Business Services","24"
"100.01","2040","Government","33"
"100.01","2040","Education","235"
"100.01","2040","Healthcare","168"
"100.01","2040","Transportation and Warehousing","9"
"100.01","2040","Utilities","0"
"100.01","2040","Entertainment","4"
"100.01","2040","Accommodation","0"
"100.01","2040","Food","198"
"100.01","2040","Other","10"
"100.01","2040","Non-Wage & Salary, Work From Home","51"
"100.01","2040","Non-Wage & Salary, Other","205"
"100.01","2050","Military","0"
"100.01","2050","Agriculture and Mining","0"
"100.01","2050","Construction","25"
"100.01","2050","Manufacturing","9"
"100.01","2050","Wholesale Trade","0"
"100.01","2050","Retail Trade","48"
"100.01","2050","Finance and Real Estate","18"
"100.01","2050","Professional and Business Services","26"
"100.01","2050","Government","34"
"100.01","2050","Education","235"
"100.01","2050","Healthcare","177"
"100.01","2050","Transportation and Warehousing","9"
"100.01","2050","Utilities","0"
"100.01","2050","Entertainment","4"
"100.01","2050","Accommodation","0"
"100.01","2050","Food","186"
"100.01","2050","Other","10"
"100.01","2050","Non-Wage & Salary, Work From Home","53"
"100.01","2050","Non-Wage & Salary, Other","213"
"100.03","2022","Military","0"
"100.03","2022","Agriculture and Mining","0"
"100.03","2022","Construction","11"
"100.03","2022","Manufacturing","0"
"100.03","2022","Wholesale Trade","0"
"100.03","2022","Retail Trade","5"
"100.03","2022","Finance and Real Estate","0"
"100.03","2022","Professional and Business Services","1"
"100.03","2022","Government","0"
"100.03","2022","Education","59"
"100.03","2022","Healthcare","61"
"100.03","2022","Transportation and Warehousing","0"
"100.03","2022","Utilities","0"
"100.03","2022","Entertainment","0"
"100.03","2022","Accommodation","0"
"100.03","2022","Food","5"
"100.03","2022","Other","0"
"100.03","2022","Non-Wage & Salary, Work From Home","111"
"100.03","2022","Non-Wage & Salary, Other","161"
"100.03","2026","Military","0"
"100.03","2026","Agriculture and Mining","0"
"100.03","2026","Construction","11"
"100.03","2026","Manufacturing","0"
"100.03","2026","Wholesale Trade","0"
"100.03","2026","Retail Trade","5"
"100.03","2026","Finance and Real Estate","0"
"100.03","2026","Professional and Business Services","1"
"100.03","2026","Government","0"
"100.03","2026","Education","59"
"100.03","2026","Healthcare","61"
"100.03","2026","Transportation and Warehousing","0"
"100.03","2026","Utilities","0"
"100.03","2026","Entertainment","0"
"100.03","2026","Accommodation","0"
"100.03","2026","Food","5"
"100.03","2026","Other","0"
"100.03","2026","Non-Wage & Salary, Work From Home","111"
"100.03","2026","Non-Wage & Salary, Other","161"
"100.03","2029","Military","0"
"100.03","2029","Agriculture and Mining","0"
"100.03","2029","Construction","11"
"100.03","2029","Manufacturing","0"
"100.03","2029","Wholesale Trade","0"
"100.03","2029","Retail Trade","4"
"100.03","2029","Finance and Real Estate","0"
"100.03","2029","Professional and Business Services","1"
"100.03","2029","Government","0"
"100.03","2029","Education","58"
"100.03","2029","Healthcare","62"
"100.03","2029","Transportation and Warehousing","0"
"100.03","2029","Utilities","0"
"100.03","2029","Entertainment","0"
"100.03","2029","Accommodation","0"
"100.03","2029","Food","6"
"100.03","2029","Other","0"
"100.03","2029","Non-Wage & Salary, Work From Home","111"
"100.03","2029","Non-Wage & Salary, Other","161"
"100.03","2032","Military","0"
"100.03","2032","Agriculture and Mining","0"
"100.03","2032","Construction","9"
"100.03","2032","Manufacturing","0"
"100.03","2032","Wholesale Trade","0"
"100.03","2032","Retail Trade","4"
"100.03","2032","Finance and Real Estate","0"
"100.03","2032","Professional and Business Services","1"
"100.03","2032","Government","2"
"100.03","2032","Education","57"
"100.03","2032","Healthcare","65"
"100.03","2032","Transportation and Warehousing","0"
"100.03","2032","Utilities","0"
"100.03","2032","Entertainment","0"
"100.03","2032","Accommodation","0"
"100.03","2032","Food","5"
"100.03","2032","Other","0"
"100.03","2032","Non-Wage & Salary, Work From Home","111"
"100.03","2032","Non-Wage & Salary, Other","161"
"100.03","2035","Military","0"
"100.03","2035","Agriculture and Mining","0"
"100.03","2035","Construction","8"
"100.03","2035","Manufacturing","0"
"100.03","2035","Wholesale Trade","0"
"100.03","2035","Retail Trade","4"
"100.03","2035","Finance and Real Estate","0"
"100.03","2035","Professional and Business Services","1"
"100.03","2035","Government","2"
"100.03","2035","Education","56"
"100.03","2035","Healthcare","67"
"100.03","2035","Transportation and Warehousing","0"
"100.03","2035","Utilities","0"
"100.03","2035","Entertainment","0"
"100.03","2035","Accommodation","0"
"100.03","2035","Food","5"
"100.03","2035","Other","0"
"100.03","2035","Non-Wage & Salary, Work From Home","113"
"100.03","2035","Non-Wage & Salary, Other","161"
"100.03","2040","Military","0"
"100.03","2040","Agriculture and Mining","0"
"100.03","2040","Construction","9"
"100.03","2040","Manufacturing","0"
"100.03","2040","Wholesale Trade","0"
"100.03","2040","Retail Trade","4"
"100.03","2040","Finance and Real Estate","0"
"100.03","2040","Professional and Business Services","1"
"100.03","2040","Government","1"
"100.03","2040","Education","56"
"100.03","2040","Healthcare","68"
"100.03","2040","Transportation and Warehousing","0"
"100.03","2040","Utilities","0"
"100.03","2040","Entertainment","0"
"100.03","2040","Accommodation","0"
"100.03","2040","Food","4"
"100.03","2040","Other","0"
"100.03","2040","Non-Wage & Salary, Work From Home","117"
"100.03","2040","Non-Wage & Salary, Other","163"
"100.03","2050","Military","0"
"100.03","2050","Agriculture and Mining","0"
"100.03","2050","Construction","9"
"100.03","2050","Manufacturing","0"
"100.03","2050","Wholesale Trade","0"
"100.03","2050","Retail Trade","4"
"100.03","2050","Finance and Real Estate","0"
"100.03","2050","Professional and Business Services","1"
"100.03","2050","Government","0"
"100.03","2050","Education","55"
"100.03","2050","Healthcare","70"
"100.03","2050","Transportation and Warehousing","0"
"100.03","2050","Utilities","0"
"100.03","2050","Entertainment","0"
"100.03","2050","Accommodation","0"
"100.03","2050","Food","4"
"100.03","2050","Other","0"
"100.03","2050","Non-Wage & Salary, Work From Home","125"
"100.03","2050","Non-Wage & Salary, Other","165"
"100.04","2022","Military","0"
"100.04","2022","Agriculture and Mining","0"
"100.04","2022","Construction","12"
"100.04","2022","Manufacturing","0"
"100.04","2022","Wholesale Trade","0"
"100.04","2022","Retail Trade","6"
"100.04","2022","Finance and Real Estate","0"
"100.04","2022","Professional and Business Services","12"
"100.04","2022","Government","0"
"100.04","2022","Education","40"
"100.04","2022","Healthcare","70"
"100.04","2022","Transportation and Warehousing","4"
"100.04","2022","Utilities","0"
"100.04","2022","Entertainment","0"
"100.04","2022","Accommodation","0"
"100.04","2022","Food","0"
"100.04","2022","Other","6"
"100.04","2022","Non-Wage & Salary, Work From Home","69"
"100.04","2022","Non-Wage & Salary, Other","98"
"100.04","2026","Military","0"
"100.04","2026","Agriculture and Mining","0"
"100.04","2026","Construction","11"
"100.04","2026","Manufacturing","0"
"100.04","2026","Wholesale Trade","0"
"100.04","2026","Retail Trade","5"
"100.04","2026","Finance and Real Estate","0"
"100.04","2026","Professional and Business Services","9"
"100.04","2026","Government","0"
"100.04","2026","Education","40"
"100.04","2026","Healthcare","76"
"100.04","2026","Transportation and Warehousing","4"
"100.04","2026","Utilities","0"
"100.04","2026","Entertainment","0"
"100.04","2026","Accommodation","0"
"100.04","2026","Food","0"
"100.04","2026","Other","5"
"100.04","2026","Non-Wage & Salary, Work From Home","69"
"100.04","2026","Non-Wage & Salary, Other","98"
"100.04","2029","Military","0"
"100.04","2029","Agriculture and Mining","0"
"100.04","2029","Construction","9"
"100.04","2029","Manufacturing","0"
"100.04","2029","Wholesale Trade","0"
"100.04","2029","Retail Trade","4"
"100.04","2029","Finance and Real Estate","0"
"100.04","2029","Professional and Business Services","10"
"100.04","2029","Government","0"
"100.04","2029","Education","40"
"100.04","2029","Healthcare","78"
"100.04","2029","Transportation and Warehousing","4"
"100.04","2029","Utilities","0"
"100.04","2029","Entertainment","0"
"100.04","2029","Accommodation","0"
"100.04","2029","Food","0"
"100.04","2029","Other","5"
"100.04","2029","Non-Wage & Salary, Work From Home","69"
"100.04","2029","Non-Wage & Salary, Other","98"
"100.04","2032","Military","0"
"100.04","2032","Agriculture and Mining","0"
"100.04","2032","Construction","9"
"100.04","2032","Manufacturing","0"
"100.04","2032","Wholesale Trade","0"
"100.04","2032","Retail Trade","4"
"100.04","2032","Finance and Real Estate","0"
"100.04","2032","Professional and Business Services","9"
"100.04","2032","Government","0"
"100.04","2032","Education","40"
"100.04","2032","Healthcare","80"
"100.04","2032","Transportation and Warehousing","4"
"100.04","2032","Utilities","0"
"100.04","2032","Entertainment","0"
"100.04","2032","Accommodation","0"
"100.04","2032","Food","0"
"100.04","2032","Other","4"
"100.04","2032","Non-Wage & Salary, Work From Home","69"
"100.04","2032","Non-Wage & Salary, Other","98"
"100.04","2035","Military","0"
"100.04","2035","Agriculture and Mining","0"
"100.04","2035","Construction","9"
"100.04","2035","Manufacturing","0"
"100.04","2035","Wholesale Trade","0"
"100.04","2035","Retail Trade","4"
"100.04","2035","Finance and Real Estate","0"
"100.04","2035","Professional and Business Services","9"
"100.04","2035","Government","0"
"100.04","2035","Education","40"
"100.04","2035","Healthcare","80"
"100.04","2035","Transportation and Warehousing","4"
"100.04","2035","Utilities","0"
"100.04","2035","Entertainment","0"
"100.04","2035","Accommodation","0"
"100.04","2035","Food","0"
"100.04","2035","Other","4"
"100.04","2035","Non-Wage & Salary, Work From Home","69"
"100.04","2035","Non-Wage & Salary, Other","98"
"100.04","2040","Military","0"
"100.04","2040","Agriculture and Mining","0"
"100.04","2040","Construction","8"
"100.04","2040","Manufacturing","0"
"100.04","2040","Wholesale Trade","0"
"100.04","2040","Retail Trade","4"
"100.04","2040","Finance and Real Estate","0"
"100.04","2040","Professional and Business Services","9"
"100.04","2040","Government","0"
"100.04","2040","Education","39"
"100.04","2040","Healthcare","82"
"100.04","2040","Transportation and Warehousing","4"
"100.04","2040","Utilities","0"
"100.04","2040","Entertainment","0"
"100.04","2040","Accommodation","0"
"100.04","2040","Food","0"
"100.04","2040","Other","4"
"100.04","2040","Non-Wage & Salary, Work From Home","70"
"100.04","2040","Non-Wage & Salary, Other","99"
"100.04","2050","Military","0"
"100.04","2050","Agriculture and Mining","0"
"100.04","2050","Construction","8"
"100.04","2050","Manufacturing","0"
"100.04","2050","Wholesale Trade","0"
"100.04","2050","Retail Trade","4"
"100.04","2050","Finance and Real Estate","0"
"100.04","2050","Professional and Business Services","8"
"100.04","2050","Government","0"
"100.04","2050","Education","39"
"100.04","2050","Healthcare","84"
"100.04","2050","Transportation and Warehousing","3"
"100.04","2050","Utilities","0"
"100.04","2050","Entertainment","0"
"100.04","2050","Accommodation","0"
"100.04","2050","Food","0"
"100.04","2050","Other","4"
"100.04","2050","Non-Wage & Salary, Work From Home","75"
"100.04","2050","Non-Wage & Salary, Other","101"
"100.05","2022","Military","0"
"100.05","2022","Agriculture and Mining","0"
"100.05","2022","Construction","28"
"100.05","2022","Manufacturing","4"
"100.05","2022","Wholesale Trade","4"
"100.05","2022","Retail Trade","38"
"100.05","2022","Finance and Real Estate","238"
"100.05","2022","Professional and Business Services","115"
"100.05","2022","Government","0"
"100.05","2022","Education","161"
"100.05","2022","Healthcare","667"
"100.05","2022","Transportation and Warehousing","13"
"100.05","2022","Utilities","0"
"100.05","2022","Entertainment","2"
"100.05","2022","Accommodation","0"
"100.05","2022","Food","36"
"100.05","2022","Other","11"
"100.05","2022","Non-Wage & Salary, Work From Home","186"
"100.05","2022","Non-Wage & Salary, Other","232"
"100.05","2026","Military","0"
"100.05","2026","Agriculture and Mining","0"
"100.05","2026","Construction","27"
"100.05","2026","Manufacturing","4"
"100.05","2026","Wholesale Trade","4"
"100.05","2026","Retail Trade","32"
"100.05","2026","Finance and Real Estate","227"
"100.05","2026","Professional and Business Services","107"
"100.05","2026","Government","0"
"100.05","2026","Education","162"
"100.05","2026","Healthcare","689"
"100.05","2026","Transportation and Warehousing","15"
"100.05","2026","Utilities","0"
"100.05","2026","Entertainment","3"
"100.05","2026","Accommodation","0"
"100.05","2026","Food","35"
"100.05","2026","Other","12"
"100.05","2026","Non-Wage & Salary, Work From Home","188"
"100.05","2026","Non-Wage & Salary, Other","236"
"100.05","2029","Military","0"
"100.05","2029","Agriculture and Mining","0"
"100.05","2029","Construction","30"
"100.05","2029","Manufacturing","5"
"100.05","2029","Wholesale Trade","4"
"100.05","2029","Retail Trade","31"
"100.05","2029","Finance and Real Estate","216"
"100.05","2029","Professional and Business Services","108"
"100.05","2029","Government","0"
"100.05","2029","Education","161"
"100.05","2029","Healthcare","698"
"100.05","2029","Transportation and Warehousing","14"
"100.05","2029","Utilities","0"
"100.05","2029","Entertainment","4"
"100.05","2029","Accommodation","0"
"100.05","2029","Food","33"
"100.05","2029","Other","13"
"100.05","2029","Non-Wage & Salary, Work From Home","192"
"100.05","2029","Non-Wage & Salary, Other","238"
"100.05","2032","Military","0"
"100.05","2032","Agriculture and Mining","2"
"100.05","2032","Construction","34"
"100.05","2032","Manufacturing","6"
"100.05","2032","Wholesale Trade","5"
"100.05","2032","Retail Trade","30"
"100.05","2032","Finance and Real Estate","207"
"100.05","2032","Professional and Business Services","111"
"100.05","2032","Government","0"
"100.05","2032","Education","159"
"100.05","2032","Healthcare","706"
"100.05","2032","Transportation and Warehousing","13"
"100.05","2032","Utilities","0"
"100.05","2032","Entertainment","4"
"100.05","2032","Accommodation","1"
"100.05","2032","Food","32"
"100.05","2032","Other","12"
"100.05","2032","Non-Wage & Salary, Work From Home","196"
"100.05","2032","Non-Wage & Salary, Other","239"
"100.05","2035","Military","0"
"100.05","2035","Agriculture and Mining","5"
"100.05","2035","Construction","36"
"100.05","2035","Manufacturing","11"
"100.05","2035","Wholesale Trade","4"
"100.05","2035","Retail Trade","33"
"100.05","2035","Finance and Real Estate","201"
"100.05","2035","Professional and Business Services","113"
"100.05","2035","Government","7"
"100.05","2035","Education","160"
"100.05","2035","Healthcare","710"
"100.05","2035","Transportation and Warehousing","13"
"100.05","2035","Utilities","2"
"100.05","2035","Entertainment","3"
"100.05","2035","Accommodation","4"
"100.05","2035","Food","39"
"100.05","2035","Other","15"
"100.05","2035","Non-Wage & Salary, Work From Home","201"
"100.05","2035","Non-Wage & Salary, Other","243"
"100.05","2040","Military","0"
"100.05","2040","Agriculture and Mining","4"
"100.05","2040","Construction","39"
"100.05","2040","Manufacturing","15"
"100.05","2040","Wholesale Trade","3"
"100.05","2040","Retail Trade","33"
"100.05","2040","Finance and Real Estate","186"
"100.05","2040","Professional and Business Services","112"
"100.05","2040","Government","9"
"100.05","2040","Education","161"
"100.05","2040","Healthcare","723"
"100.05","2040","Transportation and Warehousing","11"
"100.05","2040","Utilities","2"
"100.05","2040","Entertainment","3"
"100.05","2040","Accommodation","4"
"100.05","2040","Food","36"
"100.05","2040","Other","15"
"100.05","2040","Non-Wage & Salary, Work From Home","210"
"100.05","2040","Non-Wage & Salary, Other","249"
"100.05","2050","Military","0"
"100.05","2050","Agriculture and Mining","4"
"100.05","2050","Construction","36"
"100.05","2050","Manufacturing","20"
"100.05","2050","Wholesale Trade","3"
"100.05","2050","Retail Trade","31"
"100.05","2050","Finance and Real Estate","171"
"100.05","2050","Professional and Business Services","115"
"100.05","2050","Government","11"
"100.05","2050","Education","160"
"100.05","2050","Healthcare","737"
"100.05","2050","Transportation and Warehousing","11"
"100.05","2050","Utilities","1"
"100.05","2050","Entertainment","3"
"100.05","2050","Accommodation","4"
"100.05","2050","Food","36"
"100.05","2050","Other","13"
"100.05","2050","Non-Wage & Salary, Work From Home","229"
"100.05","2050","Non-Wage & Salary, Other","255"
